ICO;DAT_OD;DAT_DO;POC_MESICU;AKTIVACELK;OBEZNAA;Z;VLASTNIJM;HVML;KZ;KBU;TZPZ;TZPVVAS;ZCPIMM;PROVHOSPV;
"IÈ firmy";"Zaèátek období";"Konec období";"Poèet mìsícù úèetní závìrky";"Aktiva celkem - tis. Kè";"Obìžná aktiva - tis. Kè";"Zásoby - tis. Kè";"Vlastní kapitál - tis. Kè";"Výsledek hospodaøení minulých let - tis. Kè";"Krátkodobé závazky - tis. Kè";"Krátkodobé bankovní úvìry - tis. Kè";"Tržby za prodej zboží - tis. Kè";"Tržby za prodej vlastních výrobkù a služeb - tis. Kè";"Zùstatková cena prodaného dlouhodobého majetku a materiálu - tis. Kè";"Provozní výsledek hospodaøení - tis. Kè";
"27507823";20090101;20091231;"12";6493;5495;1957;1962;1382;3691;;17;16970;;564;
"27507823";20080101;20081231;"12";12046;11287;4609;1602;559;7210;331;17;33394;;1272;
"29185785";20120101;20121231;"12";5675;3664;1547;3061;160;2614;;;10227;;-34;
"29185785";20110101;20111231;"12";5065;2644;1191;3042;;1993;;;11440;;593;
"29185785";20100101;20101231;"12";3642;2279;1007;2680;-20;864;;;9365;390;307;
"29185785";20091020;20091231;"3";3972;2387;1022;2600;;1372;;;483;;-16;
"48268445";20130101;20131231;"12";19572;15533;3980;17582;20764;1892;;24;16831;358;-3408;
"48268445";20120101;20121231;"12";28638;24355;5346;24476;25988;4091;;19;41411;145;-970;
"48268445";20110101;20111231;"12";35483;30714;4590;27660;23440;7733;;7;53001;143;5262;
"48268445";20100101;20101231;"12";38520;33466;5021;26912;26632;11353;;1;;340;666;
"48268445";20090101;20091231;"12";35553;29916;4112;28223;20885;7330;;22;57683;84;9207;
"48268445";20080101;20081231;"12";31370;25120;10760;21057;21142;9570;;7;53151;299;125;
"47549742";20130101;20131231;"12";1694;3;;-299677;-511349;299769;;;;;4553;
"47549742";20120101;20121231;"12";1745;4;;-303519;-565327;303666;;;;;55526;
"47549742";20110101;20111231;"12";4493;2697;;-360338;-563730;353021;;;717;;-601;
"47549742";20100101;20101231;"12";8793;6672;;-358740;-575068;355609;;;717;36671;11847;
"47549742";20090101;20091231;"12";55685;44801;37782;-370676;-568731;414458;;;648;923;-8200;
"47549742";20080101;20081231;"12";95471;58096;39637;-364339;-570051;446661;;1;8419;2726;-3252;
"24266981";20130101;20131231;"12";1216;1159;739;-934;;1901;;10382;418;;-1108;
"24266981";20120905;20121231;" 4";200;200;;200;;;;;;;;
"25040723";20100101;20101231;"12";32505;24812;2761;-9659;-1041;39932;2217;;22281;328;-8998;
"25040723";20090101;20091231;"12";35364;27139;2867;459;5155;31260;2738;;61410;2;-4408;
"25040723";20080101;20081231;"12";34256;24320;5562;6805;5389;20450;5922;;83653;5832;3055;
"26350211";20080101;20081231;"12";4769;123;;-158;-579;4927;;;588;;202;
"60111305";20130101;20131231;"12";2577;1826;856;97;-219;1379;918;;6165;;76;
"60111305";20120101;20121231;"12";186;87;;81;-9;105;;;;;-365;
"60111305";20110101;20111231;"12";307;307;;91;-9;216;;;;;0;
"60111305";20100101;20101231;"12";307;307;;91;-9;216;;;;;0;
"60111305";20090101;20091231;"12";307;307;;91;-9;216;;;;;;
"60111305";20080101;20081231;"12";307;307;;91;-9;216;;;;;;
"29113946";20130101;20131231;"12";3656;1337;;3650;-63;6;;;340;280;39;
"29113946";20120101;20121231;"12";3613;898;;3613;-180;;;;;;167;
"29113946";20110221;20111231;"11";3485;630;;20;;3465;;;;489;-78;
"26942097";20130101;20131231;"12";24869;12113;6741;6732;5793;11117;;45998;;;1172;
"26942097";20120101;20121231;"12";24213;10208;5870;6014;5288;10400;;40617;;;771;
"26942097";20110101;20111231;"12";16254;9527;5316;5508;3471;10700;;37638;;31;2276;
"26942097";20100101;20101231;"12";9384;8705;4791;3690;2472;5694;;40825;;;1255;
"26942097";20090101;20091231;"12";9253;8918;4910;2692;1842;6561;;35350;;;814;
"26942097";20080101;20081231;"12";9660;9132;5254;2062;1087;7598;;36429;;;1015;
"64789225";20130101;20131231;"12";136384;106052;3727;120178;;9248;;1297;149445;108;17384;
"64789225";20120101;20121231;"12";127217;92770;3657;106301;;16559;;9;207619;234;-10511;
"64789225";20110101;20111231;"12";58323;17615;4695;-81359;-517;124699;;;326179;436;-106160;
"64789225";20100101;20101231;"12";175382;21337;9087;20684;-777;137356;;;442334;;5451;
"64789225";20090101;20091231;"12";171608;17349;8626;20423;-3626;135435;;;381382;;7744;
"64789225";20080101;20081231;"12";186878;23571;7641;17574;25486;154479;;;417193;1;-22590;
"45192171";20130101;20131231;"12";41250;34406;17818;30490;-1464;3868;6220;404;50508;114;269;
"45192171";20120101;20121231;"12";43455;36420;21016;30368;-1531;7516;4842;720;44974;209;607;
"45192171";20110101;20111231;"12";43171;35285;19503;30101;-1365;11056;1721;693;43051;1164;977;
"45192171";20100101;20101231;"12";49079;39957;16672;30277;-1402;9319;8200;409;46633;1202;1339;
"45192171";20090101;20091231;"12";49485;39672;21699;30254;-942;4999;13939;;40876;570;1306;
"45192171";20080101;20081231;"12";53517;41247;20149;30729;-990;6450;15718;257;52844;253;1510;
"47282118";20130101;20131231;"12";1563;1380;20;336;164;1227;;;4480;;87;
"47282118";20120101;20121231;"12";1236;1080;;269;-61;867;;;3396;;278;
"47282118";20110101;20111231;"12";45;6;;45;-61;;;;;;;
"29092213";20130101;20131231;"12";5419;5220;1877;796;468;4524;;-3;;;246;
"29092213";20120101;20121231;"12";6246;5245;143;872;153;3402;;45;;;564;
"29092213";20110101;20111231;"12";5260;4322;1042;353;75;4901;;838;;;163;
"29092213";20100101;20101231;"12";2923;2637;1189;275;;2648;;3;14421;;168;
"26906724";20130101;20131231;"12";160757;65873;25463;114689;-20605;24178;;4752;324101;6517;-1010;
"26906724";20120101;20121231;"12";173598;71641;27832;110926;-7218;37691;;5862;387295;1859;-11361;
"26906724";20110101;20111231;"12";221346;110985;34355;124313;-9831;67086;;5116;379009;4474;6805;
"26906724";20100101;20101231;"12";180285;59389;26465;121700;22224;28454;;4876;416538;5486;-26638;
"26906724";20100101;20100101;"1";242756;105653;29515;153846;122171;45015;;;;;;
"26906724";20090101;20091231;"12";117719;73559;21175;22915;2795;73868;;4041;503117;2256;24708;
"26906724";20080101;20081231;"12";91735;53938;18744;3246;8592;65164;;142;369629;184;-3429;
"12151271";20130101;20131231;"12";172070;120982;15132;129591;;42428;;102962;57650;377;2345;
"12151271";20120101;20121231;"12";206267;150038;16032;170001;;35943;;107578;41950;;-305;
"12151271";20110101;20111231;"12";212929;155664;13279;169653;116520;42702;;103624;166294;227;18940;
"12151271";20100101;20101231;"12";197602;161070;18251;140763;29307;55313;;133618;419314;;101114;
"12151271";20090101;20091231;"12";134301;92179;15556;64904;3923;65500;;117480;299998;192;64368;
"12151271";20080101;20081231;"12";114149;67418;15301;75120;36635;33651;;111424;133085;;19542;
"46343733";20120101;20121231;"12";205126;133376;88272;111700;84876;32115;44559;577;291072;7913;25630;
"46343733";20110101;20111231;"12";197604;120541;81517;106014;94921;28329;43760;238;262259;7244;13057;
"46343733";20100101;20101231;"12";162736;99748;61421;101067;78235;18651;31359;538;228436;8689;20018;
"46343733";20090101;20091231;"12";139131;94024;61871;89595;55110;17599;30228;4946;242633;5100;34508;
"46343733";20080101;20081231;"12";139702;92098;57639;75403;59045;32411;31540;592;246064;1210;19140;
"25917536";20130101;20131231;"12";37197;11639;9393;32506;-10329;1927;333;;27350;486;1602;
"25917536";20120101;20121231;"12";38494;14086;11190;31093;-11690;4842;584;;22922;568;1589;
"25917536";20110101;20111231;"12";36510;14531;10268;29661;-12639;5130;340;;17639;373;1121;
"25917536";20100101;20101231;"12";32757;12099;7226;28663;-13564;2956;340;;17793;403;1106;
"25917536";20090101;20091231;"12";32358;11053;7364;27689;-13379;3037;340;;16857;355;-37;
"25917536";20080101;20081231;"12";34460;14448;9295;27873;-13393;5444;340;;18064;6534;65;
"26298856";20120101;20121231;"12";179;179;;179;;;;;87202;;5262;
"26298856";20110101;20111231;"12";48292;41996;14642;45957;39848;2335;;;76942;;3008;
"26298856";20100101;20101231;"12";47513;41175;17094;43148;39004;4365;;;76561;;1844;
"26298856";20090101;20091231;"12";62625;43127;13764;59504;54445;3121;;;81864;;6303;
"26298856";20080101;20081231;"12";58985;37496;14132;54664;48546;4321;;;84398;;7340;
"27329798";20130101;20131231;"12";11513;9907;;3921;2065;7592;;11727;10404;;1950;
"27329798";20120101;20121231;"12";6966;6435;;2265;826;293;;12168;759;;1767;
"27329798";20110101;20111231;"12";1133;1133;;1026;595;;;1099;133;;241;
"27329798";20100101;20101231;"12";998;998;;925;340;73;;888;216;;316;
"27329798";20090101;20091231;"12";697;695;;670;53;27;;776;112;;289;
"25932322";20120101;20121231;"12";11754;10117;2791;11219;8488;504;;;;;2483;
"25932322";20110101;20111231;"12";10113;9002;2915;9808;7087;272;;;;;2921;
"25932322";20100101;20101231;"12";8497;4980;2630;7807;6095;690;;;11092;;2404;
"25932322";20090101;20091231;"12";6712;6353;1868;6815;5146;-103;;;8800;;967;
"25932322";20080101;20081231;"12";6488;6408;1633;5866;3134;622;;133;12841;;2689;
"64610225";20130101;20131231;"12";81935;57960;6131;54901;49648;16238;;;99430;54;4898;
"64610225";20120101;20121231;"12";71162;45632;1546;50963;47098;9152;;;71730;220;3172;
"64610225";20110101;20111231;"12";75528;47544;17;48436;42434;13466;;;98634;;5882;
"64610225";20100101;20101231;"12";62446;31083;44;43765;44456;6786;;;75251;;-2198;
"64610225";20090101;20091231;"12";66061;37286;3099;45753;25463;9575;;;125957;261;24051;
"64610225";20080101;20081231;"12";47670;22716;536;26752;19413;12006;;;104665;;7807;
"28795881";20130101;20131231;"12";3692;3688;3203;1241;832;1765;;12678;;;369;
"28795881";20120101;20121231;"12";3861;3861;3390;1014;712;2603;;14625;51;;159;
"28795881";20110101;20111231;"12";3198;3198;2341;931;611;2267;;14688;128;;178;
"28795881";20100601;20101231;"7";2446;2446;1680;;;;;7661;2;;781;
"27491935";20110101;20111231;"12";374;360;103;361;474;13;;18;2321;15;-365;
"27491935";20100101;20101231;"12";1064;986;29;924;1244;142;;6;3861;;-538;
"27491935";20090101;20091231;"12";1655;1513;;1508;1141;85;62;;7517;;154;
"27491935";20080101;20081231;"12";2063;1841;;1802;1367;121;140;;11120;141;138;
"28334388";20130101;20131231;"12";117;117;;-830;-1005;942;;;;;-41;
"28334388";20120101;20121231;"12";432;420;;-785;90;1202;;1725;;;-1091;
"28334388";20110101;20111231;"12";533;530;20;309;454;223;;868;;;-360;
"28334388";20100101;20101231;"12";4282;4279;224;675;-123;3607;;12921;;;712;
"28334388";20090330;20091231;"10";1037;1034;25;77;;960;;1404;;;-121;
"27137970";20130101;20131231;"12";1018;968;;531;1580;487;;;;4052;-1233;
"27137970";20120101;20121231;"12";5187;799;;1800;970;3120;;;;58;862;
"27137970";20110101;20111231;"12";8063;3024;;1190;328;6232;;;;360;980;
"27137970";20100101;20101231;"12";7916;2670;;528;245;6017;;;;;352;
"27137970";20090101;20091231;"12";8744;4138;;445;252;6196;;209;;;326;
"27137970";20080101;20081231;"12";9762;4807;209;453;108;6405;;125;10844;;467;
"26947048";20130101;20131231;"12";4171;3903;2749;485;-26;3648;;296;18664;;770;
"26947048";20120101;20121231;"12";4616;4147;3715;201;-292;4312;;;15721;;463;
"26947048";20110101;20111231;"12";2701;2056;960;-65;-1165;2339;;;7922;;1080;
"26947048";20100101;20101231;"12";1383;1383;657;-938;-1364;1265;;;9600;;284;
"26947048";20090101;20091231;"12";4018;4002;1051;-1138;-2024;3452;;3357;8969;;823;
"26947048";20080101;20081231;"12";9510;9510;8091;-1796;-161;6954;2000;1339;199;90;-1950;
"60933461";20130101;20131231;"12";31829;6465;1680;23158;-4491;2394;;11251;3891;;3017;
"60933461";20120101;20121231;"12";29421;3717;;20509;-5379;2051;;2130;;;1305;
"60933461";20110101;20111231;"12";28059;2388;39;19621;-5970;999;;1319;;;1018;
"60933461";20100101;20101231;"12";28983;2342;201;19030;-6137;1943;;4243;;;693;
"60933461";20090101;20091231;"12";28111;1664;116;18863;-6922;1675;;2660;;;1276;
"60933461";20080101;20081231;"12";16784;1665;57;7435;-80;4453;4507;;659;;-6711;
"29233275";20130101;20131231;"12";9900;6020;1215;-4963;-2818;14817;;12;16990;1;-1934;
"29233275";20120101;20121231;"12";6647;2314;953;-2618;-199;9189;;;4919;5159;-2220;
"29233275";20110101;20111231;"12";1636;572;355;1;-12;1635;;;26;;-185;
"29233275";20100730;20101231;" 5";195;195;;188;;7;;;;;-14;
"28771711";20130101;20131231;"12";10575;3272;475;4102;2470;351;;;6025;;1467;
"28771711";20120101;20121231;"12";9484;1661;722;2691;1178;667;;;5255;9;1307;
"28771711";20110101;20111231;"12";9461;1119;446;1398;923;276;;;3691;;270;
"28771711";20100101;20101231;"12";11470;2608;2122;1143;;327;;;4970;;970;
"28771711";20090701;20091231;"6";2230;1558;366;204;;2026;;;287;;6;
"29359902";20130101;20131231;"12";18530;18258;13359;3805;603;11363;;2018;111412;;670;
"29359902";20120611;20121231;" 7";14205;13961;9085;3781;;10106;;1592;50565;9;1103;
"26411288";20120101;20121231;"12";18898;17980;1736;973;-13430;6834;4910;;48675;343;-5596;
"26411288";20100101;20101231;"12";32413;27370;4958;11013;-9236;9949;8000;;113833;;1168;
"26411288";20090101;20091231;"12";31831;22064;1071;10789;-7971;9402;8500;;;;;
"26411288";20080101;20081231;"12";40844;26566;2487;12567;1282;13804;;327;134653;;-9922;
"28050932";20130101;20131231;"12";5435;5007;544;1457;12;3904;;17939;;;1868;
"28050932";20120101;20121231;"12";13131;12775;711;232;1;12897;;;4461;;32;
"28050932";20110101;20111231;"12";1261;979;178;533;-269;712;;;4367;;688;
"28050932";20100101;20101231;"12";247;247;228;-69;-58;316;;;;;-199;
"28050932";20090223;20091231;"11";288;288;51;142;;144;;;;;-57;
"64830942";20130101;20131231;"12";348512;248437;80747;158879;145025;141459;35867;360027;342619;10319;22413;
"64830942";20120101;20121231;"12";268425;160813;64024;146125;132015;63359;35767;349613;294892;3763;17920;
"64830942";20110101;20111231;"12";258627;143475;55396;133115;125972;59535;31381;358197;264679;2327;12943;
"64830942";20100101;20101231;"12";263790;138119;45752;127072;118416;55575;33171;350262;175549;1683;8373;
"64830942";20090101;20091231;"12";181391;98380;31873;120715;103805;51645;;298866;126833;6802;20363;
"64830942";20080101;20081231;"12";161415;94878;24640;104905;95309;43288;4993;355551;163051;1537;14408;
"45357072";20130101;20131231;"12";437546;194117;86734;105062;-2240;123049;55130;57466;463870;25511;10146;
"45357072";20120101;20121231;"12";424053;181480;89054;105016;-2731;135333;59066;17412;488036;10964;9129;
"45357072";20110101;20111231;"12";463189;220044;124074;104495;-3467;156665;77986;37088;548910;20655;12065;
"45357072";20100101;20101231;"12";429582;195875;100404;103716;-4329;179843;87366;3748;467455;3571;12299;
"45357072";20090101;20091231;"12";384169;148683;71064;104316;-3315;133784;84072;24209;420160;15568;13957;
"45357072";20080101;20081231;"12";510238;230189;80213;104056;-7401;156791;180432;11942;1007487;4137;24926;
"18511422";20130101;20131231;"12";36324;20976;3037;22864;25086;3739;4000;43261;37624;;2872;
"18511422";20120101;20121231;"12";34719;25623;3743;25518;24484;5289;1200;32350;37119;;2682;
"18511422";20110101;20111231;"12";35024;22903;3203;24917;22610;2853;2339;32739;34173;737;3055;
"18511422";20100101;20101231;"12";31377;23608;1856;23043;18612;5035;;26964;31881;;2788;
"18511422";20090101;20091231;"12";36648;27631;1815;19044;16625;7476;;33824;28526;;3805;
"18511422";20080101;20081231;"12";33666;25555;1575;17058;15219;6195;;33099;25922;107;3384;
"26334399";20130101;20131231;"12";3745;3435;1489;4102;2600;1262;;;9608;17;-483;
"26334399";20120101;20121231;"12";3755;3447;1338;2840;2340;915;;;11105;;336;
"26334399";20110101;20111231;"12";4502;4069;1367;2804;856;1617;;;;;1776;
"26334399";20100101;20101231;"12";4169;3432;1558;1096;-542;2992;;;10038;;1440;
"26334399";20090101;20091231;"12";3049;2158;854;-302;464;3351;;;6300;;-972;
"26334399";20080101;20081231;"12";4577;3583;769;703;71;3874;;122;16780;;435;
"28981308";20130101;20131231;"12";1370885;937237;252018;230206;38780;288151;118567;88208;1152004;;-58414;
"28981308";20120101;20121231;"12";1215043;713430;307869;345761;-20532;388535;86607;68009;1308871;1417;71948;
"28981308";20110101;20111231;"12";1106643;555422;152490;281968;3927;280934;168364;;1032055;3458;-1603;
"28981308";20100101;20101231;"12";913001;484065;167313;309550;17938;182545;82268;;751525;;17668;
"28981308";20091026;20091231;"3";445439;67525;;193516;;49499;1968;;;;-4421;
"40233324";20130101;20131231;"12";47499;42813;9606;3174;-1347;29213;4720;;78459;914;2774;
"40233324";20120101;20121231;"12";17907;13603;3663;920;-2016;8854;5000;;73614;150;1174;
"40233324";20110101;20111231;"12";36364;32277;15295;-1849;684;;;;63918;2692;-2094;
"40233324";20100101;20101231;"12";22858;19732;4492;2535;1684;15551;4500;;98806;1347;1730;
"40233324";20090101;20091231;"12";32030;27499;11798;1851;;19396;3000;1081;113184;2538;2890;
"40233324";20080101;20081231;"12";37308;31071;5180;12252;;14402;10000;11731;166071;223;16751;
"29443377";20130101;20131231;"12";1262;730;21;220;;954;;4069;1266;;41;
"29443377";20120502;20121231;"8";1279;960;121;209;;913;;3165;589;;27;
"28765991";20120101;20121231;"12";4892;1415;;3158;957;1114;;;5324;;224;
"28765991";20110101;20111231;"12";5516;981;;3053;561;1499;;;2443;;535;
"28765991";20100101;20101231;"12";3858;1102;;2636;219;521;;;894;;437;
"28765991";20090513;20091231;" 8";2619;377;;2274;;187;;;460;;326;
"24703168";20110101;20111231;"12";212;212;;205;;7;;;211;;5;
"24703168";20100701;20101231;"6";200;200;;200;;;;;;;;
"27503097";20120101;20121231;"12";22868;18099;2086;14573;9447;5448;2428;;56001;;6862;
"27503097";20110101;20111231;"12";22694;14718;1607;9668;3668;7330;3942;;61043;;7422;
"27503097";20100101;20101231;"12";7804;7040;388;3888;1568;3364;552;;23663;;2787;
"27503097";20090101;20091231;"12";3964;3396;85;1788;819;1914;262;;7595;;1053;
"27503097";20080101;20081231;"12";2830;2662;101;1039;618;1791;;;9476;;262;
"25971689";20130101;20131231;"12";81964;48512;29988;16065;-14442;48105;3000;;118379;796;16555;
"25971689";20120101;20121231;"12";80404;42980;14478;2239;-243;38437;21015;;136524;;-11331;
"25971689";20110101;20111231;"12";137663;78852;54341;10636;4843;62082;43682;;113268;;-2758;
"25971689";20100101;20101231;"12";89781;66452;51384;15723;2662;49487;15235;;95164;;3989;
"25971689";20090101;20091231;"12";58189;42570;33640;7542;2021;37986;4000;;75520;214;2665;
"25971689";20080101;20081231;"12";65342;47081;29898;6901;1248;44601;8169;;106899;152;3755;
"27115259";20110101;20111231;"12";23797;23797;7066;743;-110;23034;;49154;;;1132;
"27115259";20100101;20101231;"12";126;126;;100;-14;26;;;;;-95;
"27115259";20090101;20091231;"12";196;196;;196;-14;;;;;;;
"25313363";20120101;20121231;"12";16017;12602;4554;4015;2074;4392;2397;1496;28489;405;1083;
"25313363";20110101;20111231;"12";17042;13106;3887;2927;-3131;5758;2510;1496;25357;886;5127;
"25313363";20100101;20101231;"12";10998;6947;3939;-1881;3978;6570;2863;2451;17630;3002;-4547;
"25313363";20090101;20091231;"12";15366;11264;4658;-5171;1966;3610;1632;3143;23462;307;1725;
"25313363";20080101;20081231;"12";23810;8169;3979;3331;-172;17128;;3747;;596;2553;
"27448550";20130101;20131231;"12";317971;218350;86318;58630;-2748;129374;74675;79766;574011;5907;36282;
"27448550";20120101;20121231;"12";278050;190290;103984;36754;-10809;125758;77992;42095;516397;17605;17156;
"27448550";20110101;20111231;"12";244690;168187;79782;28990;-13510;97508;79938;13877;499954;10985;10442;
"27448550";20100101;20101231;"12";216873;139483;64719;23741;-23635;66517;77842;25544;495576;8491;17941;
"27448550";20090101;20091231;"12";224580;161559;82731;13084;-23635;87262;66835;36319;476652;9254;6766;
"27448550";20080101;20081231;"12";81382;12621;;12031;35804;3402;1959;;506;;-6583;
"27497097";20120101;20121231;"12";52;49;;-181;-450;3;;;72;;63;
"27497097";20110101;20111231;"12";53;50;;-243;-574;1;;;72;12;133;
"27497097";20100101;20101231;"12";63;46;;-373;-586;70;29;;74;;16;
"27497097";20090101;20091231;"12";251;213;;-386;-587;80;191;;40;269;5;
"27497097";20080101;20081231;"12";383;45;;-387;-318;85;191;94;;;-265;
"28266960";20100101;20101231;"12";8720;5254;724;-7395;-1372;15225;;122;99103;;-11311;
"28266960";20090101;20091231;"12";5611;3618;560;-1172;-3363;6605;;59000;4085;;-1610;
"28266960";20080114;20081231;"12";3851;2553;725;-3613;;6948;;13499;880;;-3800;
"28802977";20110101;20111231;"12";308;13;;202;1;106;;;200;;2;
"28802977";20100903;20101231;"4";307;12;;201;;106;;;7;;1;
