ICO;FIRMA75;DAT_OD;POC_MESICU;AKTIVACELK;KP;VLASTNIJM;CIZIZDROJE;KZ;TZPZ;V;TZPVVAS;OHANIM;PROVHOSPV;NU;HOSPVZUO;
"I» firmy";"N·zev firmy";"ZaË·tek obdobÌ";"PoËet mÏsÌc˘ ˙ËetnÌ z·vÏrky";"Aktiva celkem - tis. KË";"Kr·tkodobÈ pohled·vky - tis. KË";"VlastnÌ kapit·l - tis. KË";"CizÌ zdroje - tis. KË";"Kr·tkodobÈ z·vazky - tis. KË";"Trûby za prodej zboûÌ - tis. KË";"V˝kony - tis. KË";"Trûby za prodej vlastnÌch v˝robk˘ a sluûeb - tis. KË";"Odpisy dlouhodobÈho nehmotnÈho a hmotnÈho majetku - tis. KË";"ProvoznÌ v˝sledek hospoda¯enÌ - tis. KË";"N·kladovÈ ˙roky - tis. KË";"V˝sledek hospoda¯enÌ za ˙ËetnÌ obdobÌ (+/-) - tis. KË";
"15062309";"Explat, s.r.o.";20110101;"12";28470;8785;-15070;43540;25087;;37432;36807;1334;2809;1021;1627;
"15062309";"Explat, s.r.o.";20100101;"12";27536;6302;-16697;44208;23885;;27816;28679;1452;-6656;1162;-8020;
"15062309";"Explat, s.r.o.";20090101;"12";30242;5121;-8676;38901;16504;;27338;;1450;-7906;1308;-9494;
"15062309";"Explat, s.r.o.";20080101;"12";27818;;858;26538;22376;47;26329;;1265;-1981;284;-2390;
"29240344";"Expowin, s.r.o.";20130101;"12";5870;5100;1183;4687;4687;32005;2307;2307;189;1857;;824;
"29240344";"Expowin, s.r.o.";20120101;"12";3809;2955;359;3450;3450;19281;2173;2173;145;784;;174;
"29240344";"Expowin, s.r.o.";20110101;"12";2504;1146;176;2328;2328;12129;2926;2926;61;149;;-129;
"29240344";"Expowin, s.r.o.";20100910;"4";601;5;304;297;297;657;;;10;131;;104;
"27848663";"Faurecia Interiors Pardubice, s.r.o.";20130101;"12";567364;123752;-87;567451;567451;;437821;439454;41595;-45010;14137;-80121;
"27848663";"Faurecia Interiors Pardubice, s.r.o.";20120101;"12";465434;96112;80034;385400;385400;;349230;351652;34309;-31021;10115;-47081;
"27848663";"Faurecia Interiors Pardubice, s.r.o.";20110101;"12";;;179;;;;;;;;;-4;
"27848663";"Faurecia Interiors Pardubice, s.r.o.";20100101;"12";183;;183;0;0;;;;;;;-4;
"27848663";"Faurecia Interiors Pardubice, s.r.o.";20090101;"12";186;;186;0;0;;;;;;;-4;
"27848663";"Faurecia Interiors Pardubice, s.r.o.";20080618;"7";190;;190;;;;;;;-7;;-10;
"28610938";"Fenstav Stavby, a.s.";20110101;"12";23072;15208;11308;11627;11626;2166;44145;44532;29;6200;;5451;
"28610938";"Fenstav Stavby, a.s.";20100106;"12";29992;21170;5857;24135;24132;10544;62482;62095;;3864;;3857;
"22800166";"Festo Production, s.r.o.";20130101;"12";165886;31969;82790;83096;80957;;383515;384985;9637;36500;630;37385;
"22800166";"Festo Production, s.r.o.";20121116;" 2";177382;;45405;131977;;;24762;22667;1674;482;;;
"25026496";"Filmex CZ, s.r.o.";20130101;"12";34497;1366;22822;11273;3834;19375;5506;5430;328;1993;425;917;
"25026496";"Filmex CZ, s.r.o.";20120101;"12";32798;1068;21907;10891;3069;19512;4272;4203;309;2541;430;1932;
"25026496";"Filmex CZ, s.r.o.";20110101;"12";33669;1178;19973;13696;4468;20273;3791;3720;146;1630;405;960;
"25026496";"Filmex CZ, s.r.o.";20100101;"12";24563;924;19013;5550;4468;19872;3145;3060;137;1473;106;1184;
"25026496";"Filmex CZ, s.r.o.";20090101;"12";22334;902;17829;4505;3240;19896;3202;3110;126;2073;177;2547;
"25026496";"Filmex CZ, s.r.o.";20080101;"12";21548;3094;15282;6266;4776;22406;5090;4995;138;2537;264;2050;
"29275415";"Finespol, s.r.o.";20130101;"12";549;68;-978;1514;1514;;3512;3354;78;-576;;-583;
"29275415";"Finespol, s.r.o.";20120101;"12";870;9;-395;1265;1265;;968;968;72;-467;;-482;
"29275415";"Finespol, s.r.o.";20110101;"12";1194;;88;1106;1106;;1533;1533;12;-91;;-112;
"29276870";"Finestra plus, s.r.o.";20130101;"12";170;19;167;3;3;;;;;-13;;-13;
"29276870";"Finestra plus, s.r.o.";20120101;"12";580;566;181;399;399;908;471;471;;33;;27;
"29276870";"Finestra plus, s.r.o.";20110426;" 9";346;12;154;192;192;678;383;383;;-46;;-46;
"29378273";"Fininvest Group, a.s.";20130101;"12";221875;79336;175058;46807;39059;;296;296;317;2455;919;5738;
"29378273";"Fininvest Group, a.s.";20121201;"1";220101;66909;169320;50781;40933;;;;;5004;2220;6097;
"28132424";"Firma Trkovsk˝, s.r.o.";20120101;"12";12283;8365;4234;8049;8049;;39500;38988;155;2405;;1935;
"28132424";"Firma Trkovsk˝, s.r.o.";20110101;"12";9664;8613;2299;7365;7365;385;25953;25953;;2486;;2099;
"24689891";"First West Commerce, s.r.o.";20110101;"12";11470;6462;279;11191;9841;9041;9171;9171;;-11;;83;
"24689891";"First West Commerce, s.r.o.";20100603;" 7";7601;7418;197;7404;7404;;9555;9555;;286;;-4;
"28615727";"Flexostav, s.r.o.";20130101;"12";250;160;-344;594;594;;528;528;39;-365;;-368;
"28615727";"Flexostav, s.r.o.";20120101;"12";387;172;23;364;364;;1822;1822;39;17;;4;
"28615727";"Flexostav, s.r.o.";20110101;"12";488;259;19;469;469;;1758;1758;30;-37;;-49;
"28615727";"Flexostav, s.r.o.";20100309;"10";350;189;;;281;;1305;;11;-127;;-131;
"25293931";"FlÌdr plast, s.r.o.";20130101;"12";137774;29699;65439;72335;7751;6262;48516;48554;6265;4392;1050;3429;
"25293931";"FlÌdr plast, s.r.o.";20120101;"12";110410;29165;62010;48400;16365;7282;61647;61493;7094;8900;1022;10567;
"25293931";"FlÌdr plast, s.r.o.";20110101;"12";99747;33050;51447;48422;10647;4342;59913;59841;6590;8162;897;10159;
"25293931";"FlÌdr plast, s.r.o.";20100101;"12";84810;40089;44582;40228;8266;7764;53275;53203;7757;8475;951;11571;
"25293931";"FlÌdr plast, s.r.o.";20090101;"12";79755;26686;33011;46744;7783;1197;34691;35207;9426;634;1551;2956;
"25293931";"FlÌdr plast, s.r.o.";20080101;"12";97333;34495;29826;67507;17693;4327;46540;46774;8117;-1039;1576;1033;
"28612680";"Fltc Europe, a.s.";20110101;"12";1966;;1966;;;;;;;;;-2;
"26889901";"FoodPack, s.r.o.";20130101;"12";11233;2545;1891;9336;9336;19021;3260;;2;1047;91;861;
"26889901";"FoodPack, s.r.o.";20120101;"12";8329;2615;1242;7087;5732;18608;3417;3417;1;41;;-83;
"26889901";"FoodPack, s.r.o.";20110101;"12";6264;1472;1326;4938;3532;19173;;;;315;;154;
"26889901";"FoodPack, s.r.o.";20100101;"12";6516;2067;1324;5192;4021;17794;;;;300;;147;
"26889901";"FoodPack, s.r.o.";20090101;"12";7052;1317;1177;5875;4351;16821;;;;35;;-93;
"26889901";"FoodPack, s.r.o.";20080101;"12";5865;928;1289;4576;3223;20633;;;1;-11;;-219;
"64788342";"Forez, s.r.o.";20130101;"12";690169;237606;382979;307190;136858;;771012;765891;39234;65504;2850;46250;
"64788342";"Forez, s.r.o.";20120101;"12";543670;120693;294205;249465;86799;18;715057;720195;33980;73222;4319;46942;
"64788342";"Forez, s.r.o.";20110101;"12";498913;146951;248372;250541;86225;42;628324;620900;29373;54825;3823;41573;
"64788342";"Forez, s.r.o.";20100101;"12";426709;115785;211110;215143;86811;10;535537;515108;22441;81097;2660;67899;
"64788342";"Forez, s.r.o.";20090101;"12";300304;95641;144693;155611;76933;;346714;353184;20441;34466;2674;18630;
"64788342";"Forez, s.r.o.";20080101;"12";300145;62008;138278;161867;72288;;363293;372745;17926;15377;2867;22682;
"64361055";"Formtex, s.r.o.";20120101;"12";78;74;-2739;2817;47;;189;189;;31;;20;
"64361055";"Formtex, s.r.o.";20110101;"12";23;;-2759;2782;12;;;;;;;-5;
"26229650";"Fornal trading, s.r.o.";20120101;"12";96571;10078;25706;70865;20067;;88747;82317;1333;3646;566;2076;
"26229650";"Fornal trading, s.r.o.";20110101;"12";52777;21187;23629;29148;19516;;128360;128193;1158;6468;535;4787;
"26229650";"Fornal trading, s.r.o.";20100101;"12";54905;24474;18842;36063;23763;;104770;102805;880;5831;335;4213;
"26229650";"Fornal trading, s.r.o.";20090101;"12";32101;15632;14630;17471;15943;;100237;96911;627;5783;245;3970;
"26229650";"Fornal trading, s.r.o.";20080101;"12";29250;18680;10661;18589;18612;;147199;146622;506;4345;423;2449;
"27546098";"Fpos, a.s.";20130101;"12";61917;7438;22598;38928;16366;;14360;11016;1684;14176;468;10961;
"27546098";"Fpos, a.s.";20120101;"12";92535;62699;9716;82481;63061;;17971;18812;686;4977;;3983;
"27546098";"Fpos, a.s.";20110101;"12";40059;12807;5731;33813;10413;;28105;20963;884;5733;;5387;
"27546098";"Fpos, a.s.";20100101;"12";37370;9137;343;36712;6242;;21932;24527;1001;-4241;;-4273;
"27546098";"Fpos, a.s.";20090101;"12";36002;8752;4583;31197;6518;;29817;26597;881;332;98;72;
"27546098";"Fpos, a.s.";20080818;"5";2000;;2000;0;;;;;;0;;0;
"13642693";"Free Zone Ostrava, a.s.";20130101;"12";18031;2430;13903;4128;3828;;9939;9939;190;226;70;17;
"13642693";"Free Zone Ostrava, a.s.";20120101;"12";18896;2542;13886;5010;4569;50;18297;18297;58;1708;113;1033;
"13642693";"Free Zone Ostrava, a.s.";20110101;"12";24550;8746;12853;11697;11648;;18719;18719;80;444;116;111;
"13642693";"Free Zone Ostrava, a.s.";20100101;"12";24107;8082;12743;11364;11310;;18621;18621;143;2047;115;1459;
"13642693";"Free Zone Ostrava, a.s.";20090101;"12";17021;1616;11284;5737;5051;;15534;15534;161;-839;68;-1096;
"13642693";"Free Zone Ostrava, a.s.";20080101;"12";18154;2305;15084;3070;2348;54;33005;33005;238;5197;2;3000;
"46885811";"G D k, s.r.o.";20130101;"12";47033;13462;16958;29598;27975;;44959;39590;1994;2518;217;1826;
"46885811";"G D k, s.r.o.";20120101;"12";36249;11779;15733;20292;14741;;30669;27429;1877;1437;304;742;
"46885811";"G D k, s.r.o.";20110101;"12";34897;13020;14390;20447;11861;;37164;44736;2042;3070;402;1992;
"46885811";"G D k, s.r.o.";20100101;"12";36327;4295;12399;23899;14047;;39237;33986;1768;4270;383;2514;
"46885811";"G D k, s.r.o.";20090101;"12";31205;9989;9284;21879;16638;;38665;37164;1240;3441;221;2069;
"46885811";"G D k, s.r.o.";20080101;"12";21799;8425;7215;14374;12367;40;48580;46533;1096;3313;237;1688;
"48910465";"G-Emka, s.r.o.";20120101;"12";3155;260;1840;1315;1059;;2786;2786;90;189;30;116;
"48910465";"G-Emka, s.r.o.";20110101;"12";3372;380;1726;1646;1539;;3812;3812;90;1044;36;964;
"48910465";"G-Emka, s.r.o.";20100101;"12";3263;179;775;2488;2025;;2177;2177;87;189;54;99;
"48910465";"G-Emka, s.r.o.";20090101;"12";2819;65;679;2113;1350;;906;906;85;-103;69;-216;
"48910465";"G-Emka, s.r.o.";20080101;"12";2915;116;894;2019;1041;;1118;1434;24;-232;71;-353;
"22799621";"G-form, s.r.o.";20130101;"12";37;12;6;31;31;;77;77;;-142;;-151;
"22799621";"G-form, s.r.o.";20121109;" 2";162;44;157;3;3;;;;;-42;;-43;
"28747062";"Gardenax Natural, s.r.o.";20130101;"12";2707;43;162;2545;2545;;;;;-10;;-10;
"28747062";"Gardenax Natural, s.r.o.";20120101;"12";1729;41;171;1558;1558;32;;;;-12;;-12;
"28747062";"Gardenax Natural, s.r.o.";20110829;"5";506;;184;322;322;;;;;-16;;-16;
"27797767";"Gaspribor, s.r.o.";20130101;"12";3481;78;1252;2207;1364;;;;693;-761;22;-781;
"27797767";"Gaspribor, s.r.o.";20120101;"12";4095;122;2033;2049;1347;80;1290;169;693;-1694;13;-1297;
"27797767";"Gaspribor, s.r.o.";20110101;"12";3768;620;3330;396;396;642;286;24;693;-1081;;-883;
"27797767";"Gaspribor, s.r.o.";20100101;"12";5681;670;1013;4668;1828;701;516;516;84;499;;401;
"27797767";"Gaspribor, s.r.o.";20090101;"12";8629;8413;8612;17;17;;55;55;;8;;3;
"27797767";"Gaspribor, s.r.o.";20080101;"12";8703;8239;8609;94;94;;263;263;;14;;8;
"29370035";"Gelpo, s.r.o.";20130101;"12";10151;3639;270;9857;9255;1814;18122;16790;129;608;265;130;
"29370035";"Gelpo, s.r.o.";20120912;" 4";3508;1396;140;3368;3368;;17;;4;-53;2;-60;
"46966153";"Gemax, s.r.o.";20130101;"12";189380;66310;55923;133431;63402;19;285789;252173;3326;21755;1269;14211;
"46966153";"Gemax, s.r.o.";20120101;"12";127515;38364;51712;75797;38602;27;254839;261431;2979;23708;1939;21587;
"46966153";"Gemax, s.r.o.";20110101;"12";142511;34348;35125;107384;65143;69;206865;162612;2567;4522;679;1535;
"46966153";"Gemax, s.r.o.";20100101;"12";94082;38374;58050;36014;29817;148;180203;181439;2503;7003;815;7217;
"46966153";"Gemax, s.r.o.";20090101;"12";105744;41166;50833;54909;39983;25;146595;133595;2308;2454;521;1062;
"46966153";"Gemax, s.r.o.";20080101;"12";101293;47351;53271;48021;31252;190;230468;242045;1513;19563;1452;14518;
"28326318";"General Plastics Production, s.r.o.";20130101;"12";1572;55;-272;1844;1844;1255;971;1127;;305;;252;
"28326318";"General Plastics Production, s.r.o.";20120101;"12";614;144;-524;1128;1128;;2293;;;10;;3;
"28326318";"General Plastics Production, s.r.o.";20110101;"12";728;239;-527;1247;1247;;2099;2099;;55;;54;
"28326318";"General Plastics Production, s.r.o.";20100101;"12";407;179;-581;946;92;;2389;2389;;-170;;-183;
"28326318";"General Plastics Production, s.r.o.";20090216;"11";226;25;-394;616;616;;1246;;7;-613;;-594;
"01437798";"Global Guide, s.r.o.";20130101;"12";544;24;-112;656;99;;;;;-305;;-312;
"60740612";"GM - Fasader, s.r.o.";20110101;"12";6337;1449;5925;412;412;;15535;15665;180;4883;;3903;
"60740612";"GM - Fasader, s.r.o.";20100101;"12";6367;2311;5881;486;486;;15905;15775;368;4511;;3647;
"60740612";"GM - Fasader, s.r.o.";20090101;"12";7724;1241;6265;1459;1459;;18287;;313;5813;;5801;
"60740612";"GM - Fasader, s.r.o.";20080101;"12";5927;1594;6409;-482;-482;78;16566;17274;275;4886;;4872;
"25042548";"GMS - Most, s.r.o.";20110101;"12";23140;5753;14394;8746;4658;45444;;;509;5564;310;5115;
"25042548";"GMS - Most, s.r.o.";20100101;"12";19022;5404;10014;9008;4930;39568;;;303;4102;285;3649;
"25042548";"GMS - Most, s.r.o.";20090101;"12";16567;4947;6503;10064;5371;34016;;;299;890;334;432;
"25042548";"GMS - Most, s.r.o.";20080101;"12";17600;6391;8861;8739;4566;42806;;;55;3812;326;3256;
"25954113";"GMS velkoobchod , s.r.o.";20130101;"12";90639;31925;59576;31063;30090;156032;540;540;627;9541;114;6316;
"25954113";"GMS velkoobchod , s.r.o.";20120101;"12";82840;29937;52770;30070;28774;153389;463;463;521;9045;227;7515;
"25954113";"GMS velkoobchod , s.r.o.";20110101;"12";82986;29326;43658;39328;35225;162836;314;314;243;10536;216;7745;
"25954113";"GMS velkoobchod , s.r.o.";20100101;"12";70423;26936;34405;36018;33178;142999;351;351;185;8723;348;7721;
"25954113";"GMS velkoobchod , s.r.o.";20090101;"12";68793;26946;26684;42109;32510;128139;294;294;215;2909;517;2073;
"25954113";"GMS velkoobchod , s.r.o.";20080101;"12";64950;24364;24611;40339;28014;155143;417;417;251;9521;265;6298;
"25599658";"GNT, s.r.o.";20130101;"12";7683;5584;412;7271;5466;754;21692;21692;471;881;175;617;
"25599658";"GNT, s.r.o.";20120101;"12";6906;3754;-205;7111;5893;3113;11486;11486;532;392;207;76;
"25599658";"GNT, s.r.o.";20110101;"12";3566;1130;-281;3843;2303;1643;7149;7149;515;-478;213;-772;
"25599658";"GNT, s.r.o.";20100101;"12";5053;2156;491;4562;2952;4554;4808;4808;518;-295;157;-775;
"25599658";"GNT, s.r.o.";20090101;"12";3804;1942;466;2894;2523;4955;4857;4857;227;132;93;6;
"25599658";"GNT, s.r.o.";20080101;"12";2367;1873;460;1879;1749;7232;3108;3108;64;134;100;-53;
"29160111";"Goodridge Czech, s.r.o. v likvidaci";20130101;"12";200;;200;;;;;;;;;;
"29160111";"Goodridge Czech, s.r.o. v likvidaci";20120822;" 5";200;;200;;;;;;;;;;
"29116970";"GP Novatech, s.r.o.";20130101;"12";366;;326;40;40;;250;250;;63;;52;
"29116970";"GP Novatech, s.r.o.";20120101;"12";580;250;275;305;305;;250;250;;58;;47;
"29116970";"GP Novatech, s.r.o.";20110603;"7";239;;228;11;11;;36;36;;34;;28;
"28118871";"GP-Stav s. r. o.";20110101;"12";2623;1484;353;2270;2270;;11036;11036;72;1329;;1216;
"28118871";"GP-Stav s. r. o.";20100226;"11";1610;919;-863;2473;2473;;6645;6645;;-1054;;-1063;
"62503758";"Grafobal Bohemia, s.r.o.";20130101;"12";321292;59858;145192;174949;62000;2791;308028;308901;17013;18169;2682;12279;
"62503758";"Grafobal Bohemia, s.r.o.";20120101;"12";310397;66404;132984;176344;64185;5592;310507;316376;18199;16120;3776;9318;
"62503758";"Grafobal Bohemia, s.r.o.";20110101;"12";336116;74363;123665;209195;68446;3184;329817;316860;20120;4575;4310;-657;
"62503758";"Grafobal Bohemia, s.r.o.";20100101;"12";186534;42791;108544;75917;47041;152;218504;208500;6641;4529;791;2953;
"62503758";"Grafobal Bohemia, s.r.o.";20090101;"12";148555;44024;90590;56693;54799;;197665;190321;4676;10178;150;7510;
"62503758";"Grafobal Bohemia, s.r.o.";20080101;"12";123499;36824;83080;39203;33809;;229414;226076;3878;15105;383;10928;
"27315835";"Grammer Automotive CZ, s.r.o.";20120101;"12";524747;134360;179050;343691;162974;70053;1017666;1010930;36167;74108;9679;49975;
"27315835";"Grammer Automotive CZ, s.r.o.";20110101;"12";490017;133772;128150;352234;149171;40739;755008;760813;26847;67319;10233;38375;
"27315835";"Grammer Automotive CZ, s.r.o.";20100101;"12";279785;65552;90700;186389;62555;31370;519652;511721;30096;49403;8049;33454;
"27315835";"Grammer Automotive CZ, s.r.o.";20090101;"12";286713;55399;57247;228657;61035;36419;446375;446190;29341;11527;9350;1356;
"27315835";"Grammer Automotive CZ, s.r.o.";20080101;"12";268253;99127;17890;250363;86296;45130;213841;202146;13360;-29930;6478;-33173;
"64361462";"Grammer CZ, s.r.o.";20130101;"12";1493151;662061;130929;1362215;1324291;32324;5846836;5829033;53107;25239;30431;-62238;
"64361462";"Grammer CZ, s.r.o.";20120101;"12";1391311;543003;193167;1198144;1162952;35214;5676333;5684848;62113;33759;31005;9703;
"64361462";"Grammer CZ, s.r.o.";20110101;"12";1221077;360841;183464;1037613;1006583;31433;4978430;5243119;46266;51936;31939;-8965;
"64361462";"Grammer CZ, s.r.o.";20100101;"12";1004354;368171;116411;887943;799306;;4594166;4588408;42842;-46109;20864;-48870;
"64361462";"Grammer CZ, s.r.o.";20090101;"12";826660;292087;165342;661318;562239;;4133114;4111238;42415;-31322;8987;-38398;
"64361462";"Grammer CZ, s.r.o.";20080101;"12";749801;209353;203828;545973;541136;;5156928;5177386;46986;35642;21091;-1724;
"29125031";"Greiner aerospace CZ, s.r.o.";20130101;"12";33060;3908;6694;26366;14379;;115037;117008;801;4138;621;2068;
"29125031";"Greiner aerospace CZ, s.r.o.";20120227;"11";25330;1833;4626;20685;20235;;59093;52312;674;-2071;272;-2074;
"29188440";"greiner assistec, s.r.o.";20130101;"12";642580;192003;362537;276032;101427;;937884;938364;27457;117366;1696;110325;
"29188440";"greiner assistec, s.r.o.";20120101;"12";587139;225228;304511;282628;103036;;915612;918828;18162;80791;2636;55022;
"29188440";"greiner assistec, s.r.o.";20110101;"12";564454;136315;334013;230441;110160;;908500;892848;14210;150055;2097;118977;
"29188440";"greiner assistec, s.r.o.";20100101;"12";461488;195207;245451;216037;100502;1133;951642;943799;10197;194421;4693;145279;
"29188440";"greiner assistec, s.r.o.";20091111;"2";248;8;172;76;76;;;;;-22;;-28;
"25191551";"Greiner PURtec CZ, s.r.o.";20130101;"12";75321;22971;30768;44514;20706;;352354;353456;2310;4238;905;802;
"25191551";"Greiner PURtec CZ, s.r.o.";20120101;"12";76527;19041;29966;46483;24728;200;322152;321372;2677;50;598;-2077;
"25191551";"Greiner PURtec CZ, s.r.o.";20110101;"12";68642;12876;32043;36597;20783;3;279225;275509;4023;5168;428;3812;
"25191551";"Greiner PURtec CZ, s.r.o.";20100101;"12";62099;10841;28231;33868;16639;391;224810;227328;8109;-23939;873;-24243;
"25191551";"Greiner PURtec CZ, s.r.o.";20090101;"12";118875;9304;39519;79356;18200;;341108;344438;9294;-3772;3089;-6430;
"25191551";"Greiner PURtec CZ, s.r.o.";20080101;"12";178985;57485;45949;133036;84648;;490311;486582;7734;-2873;3549;-6428;
"24124818";"GS Caltex Czech, s.r.o.";20130101;"12";839397;54139;25026;814147;271246;316712;284853;193887;20424;-13237;7066;-59068;
"24124818";"GS Caltex Czech, s.r.o.";20120101;"12";479923;24805;84094;394267;203970;202827;;;37;4235;2028;2713;
"24124818";"GS Caltex Czech, s.r.o.";20110101;"12";116576;5856;78654;37922;37922;6296;;;16;-3626;;-4346;
"24168441";"Gumoeko, s.r.o.";20130101;"12";51742;2396;-40177;90460;7167;;5284;5284;1761;-23622;1202;-27404;
"24168441";"Gumoeko, s.r.o.";20120101;"12";38992;9960;-12773;51102;1102;;614;614;463;-12606;;-12714;
"24168441";"Gumoeko, s.r.o.";20110101;"12";17058;921;-59;17071;2029;;;;;-258;;-259;
"27217035";"Gutteling, s.r.o.";20130101;"12";15561;11918;-28;15589;15087;;33539;33539;264;1287;38;163;
"27217035";"Gutteling, s.r.o.";20120101;"12";6042;2157;-191;6233;5582;;31180;31180;239;-211;48;-330;
"27217035";"Gutteling, s.r.o.";20110101;"12";4745;294;139;4606;3841;;31141;31141;146;-284;28;-339;
"27217035";"Gutteling, s.r.o.";20100101;"12";4595;260;477;4118;4092;;27198;27198;128;520;;485;
"27217035";"Gutteling, s.r.o.";20090101;"12";4508;186;-8;4516;4438;;31272;32292;105;647;;607;
"27217035";"Gutteling, s.r.o.";20080101;"12";6983;135;-615;7598;7543;;37729;36709;72;481;;364;
"25980751";"Guvex, s.r.o.";20110101;"12";100774;39790;75152;24861;15353;117518;1761;1671;917;20914;;15242;
"25980751";"Guvex, s.r.o.";20100101;"12";80737;41762;68734;11070;10745;120561;406;300;812;22464;13;15973;
"25980751";"Guvex, s.r.o.";20090101;"12";57229;23749;43325;9714;9497;117093;367;221;598;17803;;7805;
"25980751";"Guvex, s.r.o.";20080101;"12";53306;27941;35521;17236;17067;134671;216;216;368;22181;;14968;
"15036626";"GWA, s.r.o.";20130101;"12";6459;555;6119;339;339;2466;1062;1062;167;-432;;-480;
"15036626";"GWA, s.r.o.";20120101;"12";7366;930;6599;765;765;4864;1312;1290;47;288;;231;
"15036626";"GWA, s.r.o.";20110101;"12";7600;1259;6369;1208;1208;5196;1679;1672;12;368;;287;
"15036626";"GWA, s.r.o.";20100101;"12";7701;2278;6082;1615;1615;7477;1297;1294;19;354;;395;
"15036626";"GWA, s.r.o.";20090101;"12";8191;1761;6596;1509;1509;9823;1319;1313;18;1312;;1084;
"15036626";"GWA, s.r.o.";20080101;"12";8894;2408;6313;2579;2579;8773;2429;2429;101;1018;;906;
"29356415";"Hana Baxantov·, s.r.o.";20130101;"12";90;14;-492;582;582;304;21;;10;-227;;-232;
"29356415";"Hana Baxantov·, s.r.o.";20120514;" 8";206;70;-260;466;466;104;18;18;2;-457;;-460;
"28806603";"Handi Help, s.r.o.";20130101;"12";146;;118;28;28;;;;;-14;;-16;
"28806603";"Handi Help, s.r.o.";20120101;"12";162;;134;28;28;;;;;-28;;-30;
"28806603";"Handi Help, s.r.o.";20110101;"12";168;;165;3;3;;;;;-11;;-13;
"28806603";"Handi Help, s.r.o.";20101015;"3";178;;178;;;;;;;-22;;-22;
"29259584";"Handypen, s.r.o.";20130101;"12";169;;169;;;;;;;;;-3;
"29259584";"Handypen, s.r.o.";20120101;"12";172;2;172;;;;;;;;;-3;
"29259584";"Handypen, s.r.o.";20110101;"12";189;2;175;14;14;;;;;-19;;-25;
"29392586";"Hanil E-Hwa Automotive Czech, s.r.o.";20130101;"12";7087;5486;4563;2524;2494;;26754;26754;167;430;;406;
"29392586";"Hanil E-Hwa Automotive Czech, s.r.o.";20120101;"12";7328;2784;4157;3171;3156;12009;237490;242140;84;6245;;3957;
"49787195";"Hansa »esko, s.r.o.";20130101;"12";121990;30333;108312;13678;11314;56078;88024;88024;7160;4255;;4713;
"49787195";"Hansa »esko, s.r.o.";20120101;"12";113000;22386;103599;9401;8377;49819;85731;85731;6989;-105;;-817;
"49787195";"Hansa »esko, s.r.o.";20110101;"12";120973;21620;111984;8989;8247;58730;84485;84485;6441;6369;;8142;
"49787195";"Hansa »esko, s.r.o.";20100101;"12";112179;25965;103842;8337;7425;53767;72302;72349;5678;-8624;;-10465;
